Sex,Race,Age,Age Group,Education,Work Class,Occupation,Marital Status,Relationship,Income
Female,Black,27,20s,Bachelors,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,36,30s,Bachelors,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,White,57,50s,HS-grad,Private,Other-service,Married,Husband,<=50K
Female,White,24,20s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,30,30s,Some-college,Private,Sales,Never-married,Not-in-family,<=50K
Male,White,28,20s,<HS,Private,Transport-moving,Never-married,Not-in-family,<=50K
Male,White,22,20s,Bachelors,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,31,30s,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,33,30s,HS-grad,Private,Sales,Married,Husband,>50K
Male,White,20,20s,Some-college,Private,Handlers-cleaners,Never-married,Other-relative,<=50K
Male,Other,25,20s,<HS,Private,Farming-fishing,Married,Husband,<=50K
Male,White,49,40s,Some-college,State-gov,Farming-fishing,Married,Husband,<=50K
Female,White,21,20s,HS-grad,Private,Other-service,Never-married,Own-child,<=50K
Male,White,45,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,36,30s,HS-grad,Local-gov,Exec-managerial,Married,Husband,>50K
Female,White,41,40s,<HS,Private,Priv-house-serv,Married,Not-in-family,<=50K
Male,White,47,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,41,40s,HS-grad,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Female,White,30,30s,HS-grad,Private,Handlers-cleaners,Never-married,Unmarried,<=50K
Male,White,29,20s,Some-college,Local-gov,Farming-fishing,Never-married,Not-in-family,<=50K
Female,White,31,30s,<HS,Private,Machine-op-inspct,Divorced,Unmarried,<=50K
Male,Asian-Pac-Islander,55,50s,<HS,Private,Machine-op-inspct,Married,Other-relative,<=50K
Male,White,19,<20,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Female,White,31,30s,<HS,State-gov,Tech-support,Married,Wife,>50K
Male,White,18,<20,<HS,State-gov,Other-service,Never-married,Own-child,<=50K
Female,White,68,60s,HS-grad,Private,Sales,Widowed,Not-in-family,<=50K
Female,Black,36,30s,Some-college,Local-gov,Exec-managerial,Never-married,Unmarried,<=50K
Male,White,44,40s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Female,White,58,50s,HS-grad,Self-emp-not-inc,Adm-clerical,Married,Wife,>50K
Female,Black,20,20s,HS-grad,Private,Sales,Never-married,Own-child,<=50K
Male,White,18,<20,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,32,30s,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,49,40s,HS-grad,Self-emp-not-inc,Other-service,Divorced,Not-in-family,<=50K
Male,White,34,30s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Female,White,22,20s,HS-grad,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,40,40s,HS-grad,Private,Other-service,Married,Husband,<=50K
Male,White,35,30s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,26,20s,Some-college,Private,Sales,Married,Husband,<=50K
Male,Asian-Pac-Islander,44,40s,<HS,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Female,White,55,50s,HS-grad,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Female,White,54,50s,Some-college,Private,Craft-repair,Married,Wife,<=50K
Male,White,52,50s,HS-grad,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,57,50s,Bachelors,Self-emp-inc,Craft-repair,Married,Husband,>50K
Female,White,58,50s,HS-grad,State-gov,Adm-clerical,Divorced,Unmarried,<=50K
Male,White,27,20s,Some-college,Local-gov,Prof-specialty,Never-married,Other-relative,<=50K
Male,White,41,40s,Some-college,Private,Machine-op-inspct,Divorced,Not-in-family,<=50K
Female,White,18,<20,<HS,Private,Prof-specialty,Never-married,Own-child,<=50K
Male,White,50,50s,<HS,Private,Other-service,Divorced,Not-in-family,<=50K
Male,White,31,30s,Some-college,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,32,30s,<HS,Private,Machine-op-inspct,Divorced,Not-in-family,<=50K
Male,White,37,30s,Some-college,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Male,White,26,20s,Bachelors,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,White,33,30s,Associate,Local-gov,Tech-support,Married,Husband,<=50K
Female,Black,35,30s,HS-grad,State-gov,Other-service,Never-married,Unmarried,<=50K
Female,White,44,40s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,26,20s,Bachelors,Private,Craft-repair,Never-married,Own-child,<=50K
Male,White,48,40s,HS-grad,Federal-gov,Adm-clerical,Divorced,Not-in-family,<=50K
Male,White,40,40s,Bachelors,Private,Tech-support,Never-married,Not-in-family,<=50K
Male,White,62,60s,<HS,Private,Sales,Married,Husband,<=50K
Male,White,37,30s,Prof-school,Private,Sales,Married,Husband,>50K
Male,White,18,<20,<HS,Private,Sales,Never-married,Own-child,<=50K
Female,Other,48,40s,HS-grad,Private,Machine-op-inspct,Divorced,Other-relative,<=50K
Male,White,45,40s,Masters,Private,Prof-specialty,Married,Husband,<=50K
Male,White,35,30s,Some-college,Private,Sales,Married,Husband,<=50K
Male,White,35,30s,HS-grad,Private,Craft-repair,Divorced,Unmarried,<=50K
Male,White,34,30s,HS-grad,Self-emp-not-inc,Prof-specialty,Married,Husband,<=50K
Female,White,29,20s,HS-grad,Private,Other-service,Married,Wife,<=50K
Male,White,19,<20,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,53,50s,Some-college,State-gov,Protective-serv,Married,Husband,<=50K
Male,White,49,40s,Some-college,Private,Other-service,Divorced,Not-in-family,<=50K
Female,White,71,70s,HS-grad,Private,Sales,Widowed,Other-relative,<=50K
Male,White,38,30s,<HS,Private,Craft-repair,Married,Husband,<=50K
Male,White,39,30s,Masters,Local-gov,Exec-managerial,Married,Husband,<=50K
Female,White,23,20s,Bachelors,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,29,20s,Bachelors,Self-emp-inc,Sales,Married,Husband,>50K
Male,White,52,50s,<HS,Private,Farming-fishing,Divorced,Unmarried,<=50K
Female,White,41,40s,Some-college,Private,Adm-clerical,Married,Wife,>50K
Male,White,20,20s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,30,30s,Some-college,Private,Tech-support,Married,Husband,<=50K
Female,Black,56,50s,<HS,Private,Adm-clerical,Divorced,Unmarried,<=50K
Female,White,26,20s,HS-grad,Private,Sales,Divorced,Unmarried,<=50K
Female,White,36,30s,HS-grad,Federal-gov,Adm-clerical,Divorced,Unmarried,<=50K
Female,Black,26,20s,Bachelors,Local-gov,Prof-specialty,Never-married,Own-child,<=50K
Male,White,24,20s,Bachelors,Private,Adm-clerical,Never-married,Own-child,<=50K
Female,Asian-Pac-Islander,41,40s,Some-college,Private,Sales,Divorced,Not-in-family,<=50K
Male,White,27,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,57,50s,HS-grad,Self-emp-inc,Exec-managerial,Married,Husband,<=50K
Female,White,21,20s,Some-college,State-gov,Prof-specialty,Never-married,Own-child,<=50K
Male,White,50,50s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Male,Black,27,20s,HS-grad,Private,Handlers-cleaners,Married,Husband,<=50K
Female,White,58,50s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,27,20s,Bachelors,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Female,Black,36,30s,HS-grad,Private,Sales,Separated,Unmarried,<=50K
Female,White,33,30s,HS-grad,Self-emp-inc,Sales,Widowed,Unmarried,<=50K
Female,White,19,<20,Some-college,Private,Other-service,Never-married,Own-child,<=50K
Female,Black,26,20s,HS-grad,Private,Adm-clerical,Separated,Unmarried,<=50K
Female,Black,37,30s,HS-grad,Private,Handlers-cleaners,Never-married,Unmarried,<=50K
Male,White,53,50s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,Black,32,30s,Some-college,Private,Tech-support,Never-married,Not-in-family,<=50K
Female,White,18,<20,<HS,Private,Exec-managerial,Never-married,Own-child,<=50K
Male,White,53,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,40,40s,Bachelors,Self-emp-not-inc,Prof-specialty,Married,Husband,<=50K
Female,White,50,50s,Some-college,Private,Prof-specialty,Divorced,Unmarried,<=50K
Male,White,60,60s,Bachelors,Private,Sales,Married,Husband,>50K
Female,White,28,20s,HS-grad,Self-emp-not-inc,Sales,Married,Wife,<=50K
Male,White,37,30s,HS-grad,Private,Transport-moving,Divorced,Not-in-family,<=50K
Male,White,25,20s,HS-grad,Private,Tech-support,Married,Husband,<=50K
Female,White,26,20s,Bachelors,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Female,White,47,40s,HS-grad,Private,Adm-clerical,Never-married,Other-relative,<=50K
Male,White,18,<20,<HS,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Female,White,22,20s,Bachelors,Private,Sales,Never-married,Not-in-family,<=50K
Female,White,36,30s,Some-college,Private,Machine-op-inspct,Divorced,Own-child,<=50K
Male,White,59,50s,HS-grad,Self-emp-not-inc,Transport-moving,Married,Husband,<=50K
Female,White,33,30s,HS-grad,Private,Other-service,Married,Wife,<=50K
Male,White,33,30s,<HS,Private,Craft-repair,Divorced,Not-in-family,<=50K
Female,Asian-Pac-Islander,53,50s,Bachelors,Self-emp-inc,Adm-clerical,Married,Wife,<=50K
Male,White,55,50s,HS-grad,Private,Exec-managerial,Married,Husband,<=50K
Male,White,56,50s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Female,White,54,50s,Some-college,Self-emp-not-inc,Sales,Divorced,Not-in-family,<=50K
Male,White,51,50s,HS-grad,Private,Prof-specialty,Divorced,Not-in-family,<=50K
Male,White,43,40s,Masters,Private,Exec-managerial,Married,Husband,>50K
Female,White,44,40s,HS-grad,Private,Other-service,Divorced,Unmarried,<=50K
Male,White,22,20s,Some-college,Private,Exec-managerial,Never-married,Own-child,<=50K
Male,Amer-Indian-Eskimo,43,40s,HS-grad,State-gov,Other-service,Married,Husband,<=50K
Female,Black,26,20s,Associate,State-gov,Adm-clerical,Never-married,Unmarried,<=50K
Male,White,30,30s,Bachelors,Private,Sales,Never-married,Own-child,<=50K
Male,White,46,40s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,27,20s,Bachelors,Private,Sales,Married,Husband,<=50K
Male,White,26,20s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,25,20s,HS-grad,Self-emp-not-inc,Craft-repair,Separated,Own-child,<=50K
Female,Black,30,30s,Prof-school,Federal-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Female,Black,47,40s,Some-college,Private,Adm-clerical,Married,Wife,>50K
Male,White,43,40s,<HS,Private,Handlers-cleaners,Married,Husband,<=50K
Female,White,44,40s,Some-college,Local-gov,Adm-clerical,Widowed,Unmarried,<=50K
Male,White,42,40s,Doctorate,Private,Prof-specialty,Married,Husband,<=50K
Male,White,36,30s,Associate,Private,Exec-managerial,Married,Husband,>50K
Male,White,37,30s,Some-college,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,26,20s,Bachelors,Private,Transport-moving,Never-married,Own-child,<=50K
Female,White,24,20s,Bachelors,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Female,White,45,40s,Masters,Local-gov,Prof-specialty,Divorced,Not-in-family,<=50K
Male,White,54,50s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Female,White,22,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,63,60s,Masters,Local-gov,Prof-specialty,Married,Husband,<=50K
Male,White,22,20s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,27,20s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,33,30s,<HS,Private,Craft-repair,Married,Husband,<=50K
Female,White,64,60s,Bachelors,Private,Prof-specialty,Widowed,Not-in-family,<=50K
Male,White,50,50s,Associate,Private,Exec-managerial,Married,Husband,>50K
Female,White,44,40s,Associate,Self-emp-not-inc,Prof-specialty,Widowed,Unmarried,<=50K
Male,White,31,30s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Female,Asian-Pac-Islander,44,40s,HS-grad,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Male,White,53,50s,<HS,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Female,White,33,30s,HS-grad,Local-gov,Other-service,Widowed,Unmarried,<=50K
Male,White,34,30s,<HS,Federal-gov,Armed-Forces,Married,Husband,<=50K
Male,White,27,20s,HS-grad,Private,Transport-moving,Never-married,Not-in-family,<=50K
Male,White,80,80s+,HS-grad,Self-emp-not-inc,Exec-managerial,Never-married,Not-in-family,<=50K
Female,White,31,30s,Associate,Private,Other-service,Divorced,Not-in-family,<=50K
Male,Black,40,40s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,53,50s,Bachelors,Local-gov,Prof-specialty,Married,Husband,<=50K
Male,White,58,50s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,38,30s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,33,30s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Male,White,48,40s,Bachelors,Local-gov,Exec-managerial,Married,Husband,>50K
Female,Black,23,20s,Some-college,Private,Exec-managerial,Married,Wife,<=50K
Male,White,31,30s,HS-grad,Self-emp-not-inc,Craft-repair,Never-married,Own-child,<=50K
Male,White,52,50s,Masters,Self-emp-not-inc,Sales,Married,Husband,<=50K
Male,White,24,20s,HS-grad,Private,Tech-support,Never-married,Own-child,<=50K
Male,White,45,40s,<HS,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Female,White,36,30s,HS-grad,Private,Adm-clerical,Married,Wife,>50K
Female,White,52,50s,<HS,Private,Other-service,Widowed,Unmarried,<=50K
Male,White,54,50s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,39,30s,Prof-school,Private,Prof-specialty,Married,Husband,>50K
Male,White,40,40s,Bachelors,Private,Sales,Married,Husband,>50K
Male,Asian-Pac-Islander,28,20s,HS-grad,Private,Tech-support,Never-married,Not-in-family,<=50K
Female,White,23,20s,Some-college,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,Black,36,30s,<HS,Self-emp-inc,Craft-repair,Never-married,Unmarried,<=50K
Female,White,22,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,55,50s,Masters,Local-gov,Exec-managerial,Married,Husband,<=50K
Male,White,71,70s,HS-grad,Private,Handlers-cleaners,Never-married,Not-in-family,<=50K
Male,White,47,40s,Doctorate,Private,Prof-specialty,Married,Husband,>50K
Male,White,17,<20,<HS,Self-emp-inc,Sales,Never-married,Own-child,<=50K
Female,White,31,30s,Bachelors,Private,Exec-managerial,Married,Wife,>50K
Male,Asian-Pac-Islander,32,30s,Some-college,Private,Other-service,Never-married,Other-relative,<=50K
Female,White,27,20s,Bachelors,Private,Exec-managerial,Never-married,Own-child,<=50K
Female,White,40,40s,HS-grad,Private,Handlers-cleaners,Divorced,Not-in-family,<=50K
Male,White,17,<20,<HS,Private,Other-service,Never-married,Unmarried,<=50K
Male,White,33,30s,Masters,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,72,70s,Doctorate,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Female,White,34,30s,Some-college,Federal-gov,Adm-clerical,Married,Wife,>50K
Male,Asian-Pac-Islander,65,60s,HS-grad,Private,Craft-repair,Never-married,Other-relative,<=50K
Male,White,32,30s,HS-grad,Private,Machine-op-inspct,Never-married,Unmarried,<=50K
Male,White,26,20s,Some-college,Private,Adm-clerical,Never-married,Other-relative,<=50K
Male,White,22,20s,HS-grad,Private,Handlers-cleaners,Never-married,Not-in-family,<=50K
Male,White,31,30s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,28,20s,Bachelors,Self-emp-not-inc,Sales,Never-married,Not-in-family,<=50K
Female,White,38,30s,Masters,Private,Adm-clerical,Never-married,Not-in-family,>50K
Male,White,34,30s,Associate,Private,Adm-clerical,Married,Husband,<=50K
Male,White,44,40s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,Asian-Pac-Islander,27,20s,Some-college,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,50,50s,Bachelors,Local-gov,Protective-serv,Married,Husband,>50K
Female,Black,47,40s,HS-grad,Private,Other-service,Married,Wife,<=50K
Male,White,20,20s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,24,20s,HS-grad,Private,Sales,Never-married,Not-in-family,<=50K
Male,White,29,20s,Some-college,Federal-gov,Tech-support,Married,Husband,>50K
Female,Black,37,30s,Associate,Local-gov,Other-service,Never-married,Unmarried,<=50K
Male,White,42,40s,Associate,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Female,White,68,60s,Some-college,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Female,Asian-Pac-Islander,22,20s,Some-college,Local-gov,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,72,70s,HS-grad,Self-emp-not-inc,Sales,Married,Husband,<=50K
Male,Black,45,40s,Some-college,Federal-gov,Adm-clerical,Married,Husband,<=50K
Male,Black,30,30s,HS-grad,Local-gov,Other-service,Married,Husband,<=50K
Male,White,33,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,43,40s,HS-grad,Private,Other-service,Married,Husband,>50K
Male,White,25,20s,Associate,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Female,White,41,40s,HS-grad,Private,Priv-house-serv,Divorced,Not-in-family,<=50K
Female,White,25,20s,Bachelors,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,31,30s,Associate,State-gov,Tech-support,Married,Husband,>50K
Male,White,36,30s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,37,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,58,50s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Female,Black,26,20s,Bachelors,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,55,50s,Some-college,Private,Tech-support,Married,Husband,>50K
Male,White,46,40s,Some-college,Federal-gov,Exec-managerial,Married,Husband,>50K
Male,Black,44,40s,<HS,Private,Other-service,Married,Husband,<=50K
Male,White,28,20s,Bachelors,State-gov,Exec-managerial,Never-married,Not-in-family,<=50K
Male,White,42,40s,<HS,Private,Transport-moving,Married,Husband,<=50K
Male,White,41,40s,HS-grad,Private,Craft-repair,Divorced,Not-in-family,<=50K
Male,White,39,30s,Bachelors,Private,Exec-managerial,Married,Husband,<=50K
Male,White,64,60s,Associate,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,20,20s,Some-college,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,45,40s,Some-college,Local-gov,Protective-serv,Married,Husband,>50K
Male,White,31,30s,HS-grad,Private,Adm-clerical,Married,Husband,<=50K
Male,White,36,30s,Masters,Federal-gov,Exec-managerial,Married,Husband,>50K
Female,Other,32,30s,<HS,Private,Other-service,Separated,Unmarried,<=50K
Male,White,33,30s,Associate,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,36,30s,HS-grad,Private,Machine-op-inspct,Divorced,Unmarried,<=50K
Male,White,40,40s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Female,White,40,40s,HS-grad,Private,Adm-clerical,Divorced,Unmarried,<=50K
Female,White,46,40s,Associate,Private,Adm-clerical,Divorced,Not-in-family,<=50K
Male,White,31,30s,Prof-school,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
